;ID PDC local;Statut du Point de charge;Arrondissement;ID Station local;ID Station itinerance;Nom station;Code INSEE commune;Type implantation;Nombre point de recharge;Date mise e  jour;Conditions dacces;Adresse station;Coordonnees geographiques;Gratuite;Paiement e  lacte;Paiement CB;Paiement autres;Reservation;Observations;SIREN amenageur;Contact amenageur;Nom amenageur;Nom operateur;Contact operateur;Telephone operateur;Nom enseigne;Tarification;ID PDC itinerance;Date mise en service;Accessibilite PMR;Restriction gabarit;Stationnement 2 roues;Puissance max KW;Prise type EF;Prise type 2;Prise type Combo CCS;Prise type Chademo;Prise type Autre;Prise type 3;Numero point livraison electricite;Horaires;Raccordement
308;FR*V75*EHBSAG*LOB*06*3;En service;Paris centre;FR*V75*PHBSAG*LOB;FRV75PHBSAGLOB;Paris | SAGS Parking Lobau;75104.0;Parking public;21;29/07/2022;Acces libre;4 Rue de Lobau 75004 Paris;48.856796,2.3538697;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EHBSAGLOB063;17/05/2022;Non accessible;Hauteur maximale 1.90m;FALSE;50.0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;50092850672853.0;24-juil;Direct
309;FR*V75*EHBSAG*LOB*07*3;En service;Paris centre;FR*V75*PHBSAG*LOB;FRV75PHBSAGLOB;Paris | SAGS Parking Lobau;75104.0;Parking public;21;29/07/2022;Acces libre;4 Rue de Lobau 75004 Paris;48.856796,2.3538697;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EHBSAGLOB073;17/05/2022;Reserve PMR;Hauteur maximale 1.90m;FALSE;50.0;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;50092850672853.0;24-juil;Direct
310;FR*V75*E9006*03*1;En service;06e Arrondissement;FR*V75*P9006*03;FRV75P900603;Paris | Rue de Rennes 66;75106.0;Voirie;3;23/09/2021;Acces libre;66 Rue de Rennes 75006 Paris;48.852127,2.331346;FALSE;TRUE;FALSE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75E9006031;13/12/2021;Non accessible;aucune restriction;FALSE;22.0;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;7359623639017.0;24-juil;Direct
311;FR*V75*E9007*04*3;En service;07e Arrondissement;FR*V75*P9007*04;FRV75P900704;Paris | Rue du Bac 35;75107.0;Voirie;3;23/09/2021;Acces libre;35 Rue du Bac 75007 Paris;48.857124,2.327753;FALSE;TRUE;FALSE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75E9007043;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;7322431164699.0;24-juil;Direct
312;FR*V75*E9011*01*1;En service;11e Arrondissement;FR*V75*P9011*01;FRV75P901101;Paris | Avenue Parmentier 4;75111.0;Voirie;3;23/09/2021;Acces libre;4 Avenue Parmentier 75011 Paris;48.85895,2.379874;FALSE;TRUE;FALSE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75E9011011;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;7276121454659.0;24-juil;Direct
313;FR*V75*E9012*03*2;En service;12e Arrondissement;FR*V75*P9012*03;FRV75P901203;Paris | Cours de Vincennes 66;75112.0;Voirie;3;23/09/2021;Acces libre;66 Cours de Vincennes 75012 Paris;48.847485,2.401736;FALSE;TRUE;FALSE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75E9012032;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;7239363133003.0;24-juil;Direct
314;FR*V75*E9013*05*1;En service;13e Arrondissement;FR*V75*P9013*05;FRV75P901305;Paris | Rue de Tolbiac 145;75113.0;Voirie;3;23/09/2021;Acces libre;145 Rue de Tolbiac 75013 Paris;48.82604,2.358146;FALSE;TRUE;FALSE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75E9013051;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;7347756779654.0;24-juil;Direct
315;FR*V75*E9013*06*1;En service;13e Arrondissement;FR*V75*P9013*06;FRV75P901306;Paris | Rue de Tolbiac 234;75113.0;Voirie;3;23/09/2021;Acces libre;234 Rue de Tolbiac 75013 Paris;48.826504,2.343366;FALSE;TRUE;FALSE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75E9013061;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;7390014376872.0;24-juil;Direct
316;FR*V75*E9014*01*2;En service;14e Arrondissement;FR*V75*P9014*01;FRV75P901401;Paris | Avenue du Maine 173;75114.0;Voirie;3;23/09/2021;Acces libre;173 Avenue du Maine 75014 Paris;48.83086,2.325895;FALSE;TRUE;FALSE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75E9014012;15/03/2021;Non accessible;aucune restriction;FALSE;4.0;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;7340520889609.0;24-juil;Direct
317;FR*V75*E9015*02*1;En service;15e Arrondissement;FR*V75*P9015*02;FRV75P901502;Paris | Avenue du Maine 16/18;75115.0;Voirie;3;23/09/2021;Acces libre;16/18 Avenue du Maine 75015 Paris;48.843754,2.320272;FALSE;TRUE;FALSE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75E9015021;15/03/2021;Non accessible;aucune restriction;FALSE;22.0;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;50071869810090.0;24-juil;Direct
318;FR*V75*EPX04*01*1;En service;Paris centre;FR*V75*PPX04*01;FRV75PPX0401;Paris | Quai aux Fleurs 23;75104.0;Voirie;5;23/09/2021;Acces libre;23 Quai aux Fleurs 75004 Paris;48.854847,2.3505278;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX04011;23/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7371345782177.0;24-juil;Direct
319;FR*V75*EPX05*02*6;En service;05e Arrondissement;FR*V75*PPX05*02;FRV75PPX0502;Paris | Rue Pierre Brossolette 1;75105.0;Voirie;6;23/09/2021;Acces libre;1 Rue Pierre Brossolette 75005 Paris;48.84196,2.347262;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX05026;04/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7399565753078.0;24-juil;Direct
320;FR*V75*EPX04*04*6;En service;Paris centre;FR*V75*PPX04*04;FRV75PPX0404;Paris | Boulevard Bourdon 9;75104.0;Voirie;6;23/09/2021;Acces libre;9 Boulevard Bourdon 75004 Paris;48.848423,2.366004;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX04046;28/05/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7155426841372.0;24-juil;Direct
321;FR*V75*EPX05*03*2;En service;05e Arrondissement;FR*V75*PPX05*03;FRV75PPX0503;Paris | Rue Clovis  20;75105.0;Voirie;3;23/09/2021;Acces libre;20 Rue Clovis 75005 Paris;48.846325,2.348415;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX05032;28/05/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7392040426629.0;24-juil;Direct
322;FR*V75*EPX05*04*3;En service;05e Arrondissement;FR*V75*PPX05*04;FRV75PPX0504;Paris | Rue Monge  99;75105.0;Voirie;5;23/09/2021;Acces libre;495 Rue Monge 75005 Paris;48.841064,2.352048;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX05043;04/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7359768358199.0;24-juil;Direct
323;FR*V75*EPX07*02*3;En service;07e Arrondissement;FR*V75*PPX07*02;FRV75PPX0702;Paris | Avenue Bosquet  41;75107.0;Voirie;5;23/09/2021;Acces libre;205 Avenue Bosquet 75007 Paris;48.85808,2.3040495;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX07023;03/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7475253155138.0;24-juil;Direct
324;FR*V75*EPX08*02*5;En service;08e Arrondissement;FR*V75*PPX08*02;FRV75PPX0802;Paris | Rue du Chateaubriand 19;75108.0;Voirie;6;27/09/2022;Acces libre;19 Rue du Chateaubriand 75008 Paris;48.873478,2.3008885;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX08025;03/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7460491939219.0;24-juil;Direct
325;FR*V75*EPX08*02*4;En service;08e Arrondissement;FR*V75*PPX08*02;FRV75PPX0802;Paris | Rue du Chateaubriand 19;75108.0;Voirie;6;27/09/2022;Acces libre;19 Rue du Chateaubriand 75008 Paris;48.873478,2.3008885;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX08024;03/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7460491939219.0;24-juil;Direct
326;FR*V75*EPX12*01*5;En service;12e Arrondissement;FR*V75*PPX12*01;FRV75PPX1201;Paris | Avenue du Docteur Arnold Netter 10;75112.0;Voirie;5;23/09/2021;Acces libre;50 Avenue du Docteur Arnold Netter 75012 Paris;48.841595,2.4050138;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX12015;10/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7252966607871.0;24-juil;Direct
327;FR*V75*EPX12*02*5;En service;12e Arrondissement;FR*V75*PPX12*02;FRV75PPX1202;Paris | Rue du Charolais 2;75112.0;Voirie;6;27/09/2022;Acces libre;2 Rue du Charolais 75012 Paris;48.83919,2.387853;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX12025;01/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7260202497653.0;24-juil;Direct
328;FR*V75*EPX20*02*6;En service;20e Arrondissement;FR*V75*PPX20*02;FRV75PPX2002;Paris | Rue de Belleville 265;75120.0;Voirie;7;27/09/2022;Acces libre;265 Rue de Belleville 75020 Paris;48.87559,2.399738;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX20026;07/07/2021;Non accessible;aucune restriction;TRUE;3.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7277279198080.0;24-juil;Direct
329;FR*V75*EPX01*03*5;En service;Paris centre;FR*V75*PPX01*03;FRV75PPX0103;Paris | Rue Bertin Poiree 14;75101.0;Voirie;6;23/09/2021;Acces libre;14 Rue Bertin Poiree 75001 Paris;48.85881,2.3449502;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX01035;07/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7154413816670.0;24-juil;Direct
330;FR*V75*EPX11*02*5;En service;11e Arrondissement;FR*V75*PPX11*02;FRV75PPX1102;Paris | Rue de la Roquette  162;75111.0;Voirie;7;23/09/2021;Acces libre;162 Rue de la Roquette 75011 Paris;48.858604,2.384125;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX11025;08/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7260926086614.0;24-juil;Direct
331;FR*V75*EPX11*10*1;En service;11e Arrondissement;FR*V75*PPX11*10;FRV75PPX1110;Paris | Rue Saint-Maur 36;75111.0;Voirie;4;23/09/2021;Acces libre;36 Rue Saint-Maur 75011 Paris;48.861534,2.3809278;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX11101;18/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7268596130074.0;24-juil;Direct
332;FR*V75*EPX13*02*6;En service;13e Arrondissement;FR*V75*PPX13*02;FRV75PPX1302;Paris | Rue de Chevaleret 131;75113.0;Voirie;7;23/09/2021;Acces libre;131 Rue de Chevaleret 75013 Paris;48.83186,2.372548;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX13026;12/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7386685868898.0;24-juil;Direct
333;FR*V75*EPX20*05*5;En service;20e Arrondissement;FR*V75*PPX20*05;FRV75PPX2005;Paris | Boulevard de Charonne 158;75120.0;Voirie;6;23/09/2021;Acces libre;158 Boulevard de Charonne 75020 Paris;48.856915,2.3941433;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX20055;23/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7281331296577.0;24-juil;Direct
334;FR*V75*EPX17*02*4;En service;17e Arrondissement;FR*V75*PPX17*02;FRV75PPX1702;Paris | Place du General Koenig 12;75117.0;Voirie;6;23/09/2021;Acces libre;12 Place du General Koenig 75017 Paris;48.88112,2.284095;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX17024;24/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7534732174665.0;24-juil;Direct
335;FR*V75*EPX13*05*2;En service;13e Arrondissement;FR*V75*PPX13*05;FRV75PPX1305;Paris | Avenue de Choisy 188;75113.0;Voirie;3;23/09/2021;Acces libre;188 Avenue de Choisy 75013 Paris;48.83039,2.356917;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX13052;24/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7393198169924.0;24-juil;Direct
336;FR*V75*EPX16*02*4;En service;16e Arrondissement;FR*V75*PPX16*02;FRV75PPX1602;Paris | Avenue Raphael 20;75116.0;Voirie;6;23/09/2021;Acces libre;20 Avenue Raphael 75016 Paris;48.85926,2.267881;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX16024;12/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7438205398075.0;24-juil;Direct
337;FR*V75*EPX14*02*1;En service;14e Arrondissement;FR*V75*PPX14*02;FRV75PPX1402;Paris | Boulevard de Port-Royal 97;75114.0;Voirie;6;16/03/2022;Acces libre;97 Boulevard de Port-Royal 75014 Paris;48.838314,2.3408663;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX14021;30/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7336902945513.0;24-juil;Direct
338;FR*V75*EPX14*02*6;En service;14e Arrondissement;FR*V75*PPX14*02;FRV75PPX1402;Paris | Boulevard de Port-Royal 97;75114.0;Voirie;6;16/03/2022;Acces libre;97 Boulevard de Port-Royal 75014 Paris;48.838314,2.3408663;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX14026;30/06/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7336902945513.0;24-juil;Direct
339;FR*V75*EPX15*05*4;En service;15e Arrondissement;FR*V75*PPX15*05;FRV75PPX1505;Paris | Rue de la Croix Nivert 192;75115.0;Voirie;5;23/09/2021;Acces libre;192 Rue de la Croix Nivert 75015 Paris;48.838886,2.2892983;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15054;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7453979638081.0;24-juil;Direct
340;FR*V75*EPX15*05*2;En service;15e Arrondissement;FR*V75*PPX15*05;FRV75PPX1505;Paris | Rue de la Croix Nivert 192;75115.0;Voirie;5;23/09/2021;Acces libre;192 Rue de la Croix Nivert 75015 Paris;48.838886,2.2892983;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15052;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7453979638081.0;24-juil;Direct
341;FR*V75*EPX15*09*2;En service;15e Arrondissement;FR*V75*PPX15*09;FRV75PPX1509;Paris | Rue Vasco de Gama  74;75115.0;Voirie;4;23/09/2021;Acces libre;74 Rue Vasco de Gama 75015 Paris;48.835426,2.2851648;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15092;22/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7455571534698.0;24-juil;Direct
342;FR*V75*EPX18*01*3;En service;18e Arrondissement;FR*V75*PPX18*01;FRV75PPX1801;Paris | Rue Fernand Labori  1;75118.0;Voirie;7;23/09/2021;Acces libre;1 Rue Fernand Labori 75018 Paris;48.898304,2.3423252;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX18013;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7546888469778.0;24-juil;Direct
343;FR*V75*EPX15*12*1;En service;15e Arrondissement;FR*V75*PPX15*12;FRV75PPX1512;Paris | Rue Paul Barruel 44;75115.0;Voirie;6;23/09/2021;Acces libre;44 Rue Paul Barruel 75015 Paris;48.837364,2.3059905;FALSE;TRUE;TRUE;TRUE;FALSE;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus dinformation - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib;https://belib.paris;FRV75EPX15121;13/07/2021;Non accessible;aucune restriction;FALSE;7.0;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;7419681520239.0;24-juil;Direct
